Vehicle Identification Number,City,State,Postal Code,Legislative District,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range
KNDCR3L14P,Bellevue,WA,98008,48,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCM3LD5K,Bellevue,WA,98007,48,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KM8KNDAF0P,Bellevue,WA,98006,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CV6N,Bellevue,WA,98005,48,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGTMPE28N,Bellevue,WA,98007,48,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UM9P,Bellevue,WA,98005,48,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4H60CZ1N,Bellevue,WA,98005,48,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
3FMTK4SEXN,Bellevue,WA,98004,41,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCR3L17P,Bellevue,WA,98004,41,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP9K,Bellevue,WA,98008,48,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
KNDC5DLE8P,Bellevue,WA,98006,41,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCC3LG7N,Bellevue,WA,98008,48,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C01N,Bellevue,WA,98004,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1G1FZ6S04K,Bellevue,WA,98004,41,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238
WBY8P8C59K,Bellevue,WA,98004,48,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
1N4AZ1BV4N,Bellevue,WA,98008,48,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU7M,Bellevue,WA,98006,41,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S05K,Bellevue,WA,98008,48,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238
3FMTK2SU1N,Bellevue,WA,98006,41,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UMXP,Bellevue,WA,98004,41,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C07P,Bellevue,WA,98005,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WVWKR7AU6K,Bellevue,WA,98006,41,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
5UXTA6C06P,Bellevue,WA,98005,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1N4AZ1CP8L,Bellevue,WA,98008,48,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149
1N4AZ1CVXN,Bellevue,WA,98005,41,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU9P,Bellevue,WA,98006,41,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FY6S06K,Bellevue,WA,98005,41,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238
5UXTA6C01N,Bellevue,WA,98008,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WVGGNPE28N,Bellevue,WA,98008,48,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KRDAFXP,Bellevue,WA,98007,48,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC4DLC3P,Bellevue,WA,98004,41,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK2SU0P,Bellevue,WA,98006,41,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP0K,Bellevue,WA,98004,41,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
KNDCC3LD8K,Bellevue,WA,98006,41,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
5UXTA6C0XP,Bellevue,WA,98004,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
5UXTS1C0XM,Bellevue,WA,98007,48,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
3FMTK4SE3P,Bellevue,WA,98007,48,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8S7DA23P,Bellevue,WA,98005,41,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KM8KRDAFXP,Bellevue,WA,98005,48,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FTVW1EV0P,Bellevue,WA,98008,48,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UM0P,Bellevue,WA,98007,48,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVWKR7AU6K,Bellevue,WA,98007,48,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
1G1FZ6S08P,Bellevue,WA,98007,48,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCR3L10P,Bellevue,WA,98004,48,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C0XP,Bellevue,WA,98004,48,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
YV4ED3UR7N,Bellevue,WA,98006,41,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CL5L,Bellevue,WA,98005,48,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
KM8KNDAF0P,Bellevue,WA,98006,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C09N,Bellevue,WA,98004,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1G1FY6S02M,Bellevue,WA,98008,48,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1V2GNPE81P,Bellevue,WA,98006,41,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU9M,Bellevue,WA,98006,41,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGRMPE29M,Bellevue,WA,98008,48,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLCXN,Bellevue,WA,98007,48,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGTMPE2XM,Bellevue,WA,98004,41,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BV5P,Bellevue,WA,98006,41,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDPYDAH9P,Bellevue,WA,98006,41,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34
WBY73AW05P,Bellevue,WA,98004,48,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S05P,Bellevue,WA,98007,48,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB523CF04P,Bellevue,WA,98008,48,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHM54AC5P,Bellevue,WA,98008,48,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP2K,Bellevue,WA,98005,48,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
3FMTK1RM6N,Bellevue,WA,98008,48,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S02N,Bellevue,WA,98004,41,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3GB2N,Bellevue,WA,98005,41,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CL1M,Bellevue,WA,98004,41,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
KNDCE3LG9K,Bellevue,WA,98008,48,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
5UXTA6C09N,Bellevue,WA,98004,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1FTBW9CK2N,Bellevue,WA,98005,48,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C00M,Bellevue,WA,98004,41,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1N4AZ1BV2P,Bellevue,WA,98008,48,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU2M,Bellevue,WA,98007,48,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP0K,Bellevue,WA,98008,48,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
3FMTK3SS3P,Bellevue,WA,98004,41,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C04N,Bellevue,WA,98008,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WBY8P8C0XL,Bellevue,WA,98008,48,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
1N4CZ1CV3P,Bellevue,WA,98004,48,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C00P,Bellevue,WA,98004,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KNDC3DLCXP,Bellevue,WA,98006,41,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CP4K,Bellevue,WA,98005,48,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
WBA33AG03M,Bellevue,WA,98006,41,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
JN1BF0AA2P,Bellevue,WA,98007,48,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C07N,Bellevue,WA,98006,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KNDPZDAH4P,Bellevue,WA,98005,48,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34
YV4BR0CK0M,Bellevue,WA,98004,41,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
5UXTA6C02N,Bellevue,WA,98007,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
5UXTA6C09P,Bellevue,WA,98005,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KNDCC3LGXK,Bellevue,WA,98005,41,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
KNDCE3LG6K,Bellevue,WA,98004,41,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
KM8KNDAF5P,Bellevue,WA,98006,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCD3LD0M,Bellevue,WA,98004,41,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KMHM54AC4P,Bellevue,WA,98004,48,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCC3LG1N,Bellevue,WA,98004,48,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S03P,Bellevue,WA,98007,41,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KNDAF8P,Bellevue,WA,98008,48,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCE3LG7N,Bellevue,WA,98008,48,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C00P,Bellevue,WA,98006,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WVWKR7AU3K,Bellevue,WA,98006,41,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
1FT6W1EV3P,Bellevue,WA,98008,48,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CL6M,Bellevue,WA,98007,48,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4BR0CK1L,Bellevue,WA,98006,41,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
WBY33AW04P,Bellevue,WA,98005,48,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCS3LF4P,Bellevue,WA,98005,41,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
YV4ED3GL8P,Bellevue,WA,98004,41,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BV4P,Bellevue,WA,98008,48,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C01N,Bellevue,WA,98008,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
5UXTA6C09M,Bellevue,WA,98005,41,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WB523CF06P,Bellevue,WA,98006,41,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CV3N,Bellevue,WA,98006,41,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7JRBR0FM3L,Bellevue,WA,98004,41,2020,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
KM8KNDAF3P,Bellevue,WA,98006,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLC1N,Bellevue,WA,98005,48,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB533CF06P,Bellevue,WA,98005,48,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3GL3P,Bellevue,WA,98004,41,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8K53AG0L,Bellevue,WA,98005,41,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258
5UXTA6C07N,Bellevue,WA,98008,48,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1N4AZ1BV7P,Bellevue,WA,98005,41,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY33AW01P,Bellevue,WA,98007,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FT6W1EV2N,Bellevue,WA,98005,48,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU0N,Bellevue,WA,98005,48,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCR3L1XP,Bellevue,WA,98006,41,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCC3LG4L,Bellevue,WA,98006,41,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
1G1FZ6S08M,Bellevue,WA,98004,48,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP4K,Bellevue,WA,98006,41,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
WBY33AW03P,Bellevue,WA,98006,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU4N,Bellevue,WA,98006,41,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UM6P,Bellevue,WA,98004,41,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8K33AG8M,Bellevue,WA,98004,48,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C06P,Bellevue,WA,98007,48,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WBY43AW04P,Bellevue,WA,98004,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C06N,Bellevue,WA,98004,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1FTVW1EV5P,Bellevue,WA,98005,48,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8S7DA24P,Bellevue,WA,98008,48,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
YV4ED3UM0P,Bellevue,WA,98004,48,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBAJB1C59K,Bellevue,WA,98006,41,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15
1G1FY6S08M,Bellevue,WA,98006,41,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB523CF06N,Bellevue,WA,98004,48,2022,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGJNPE29N,Bellevue,WA,98008,48,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR00L3M,Bellevue,WA,98006,41,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4H600Z6N,Bellevue,WA,98006,41,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
1N4BZ1CP2K,Bellevue,WA,98006,41,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
WBY73AW03N,Bellevue,WA,98008,48,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY33AW04P,Bellevue,WA,98007,48,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UM2P,Bellevue,WA,98004,41,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7JRBR0FL4L,Bellevue,WA,98004,41,2020,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
KNDRMDLH6P,Bellevue,WA,98006,41,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
1FTVW1ELXN,Bellevue,WA,98004,41,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C07N,Bellevue,WA,98006,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
